label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
1,-0.19148808041165705,-0.035492939370962005,0.7462942336522802,-0.5414416831723154,-0.2425356250363331,-0.35561221265209486,0.6408835391440096,-0.2106459298921055,-0.4672005096174292,-0.19930404022917586,-0.24691238298762214,0.5804176715082706,0.05759029964651007,-0.6879214542191944,-0.4311545776906672,1.3275033646025132,0.06825507393456288,-0.8907925761876266,0.34500075078988096,0.5027190582503271,0.5534646886946193,1.0153624552263736,1.105310860664475,2.228666979437445,-0.9504733494955309,0.5212112285497983,-0.22008273297415934,-0.19795750294633743,0.6090625353444062
1,-0.19148808041165705,-0.2501014099860805,0.6900004875793712,0.38470856435927675,-0.2425356250363331,-0.35561221265209486,0.8824225614344656,-0.006926461911345896,-0.20706659557654433,-0.19930404022917586,-0.29967143918155853,0.13908610480062444,0.6017582057406042,-0.6365629378367865,0.6337565062537478,-0.8627785584972635,-0.15004860673353224,0.3042493641193134,-0.1890022592124913,0.3235989181372387,-0.01882604380338517,0.46591512515594274,0.33676540032636904,-0.07111161845057339,-0.02495890690642602,-0.3733451218254281,-0.19434870996198755,-0.44202928876010406,0.19819149219806437
1,-0.19148808041165705,0.13784467151047988,0.7382522699275789,-0.4905543069343159,-0.2425356250363331,-0.35561221265209486,0.5164543458428658,-0.3736215042767132,0.3999125371855204,-0.19930404022917586,0.7555096846971687,-0.021429079304542596,-0.576022465214404,-0.008254717098973798,-0.4102926297514239,-0.11789804111619888,0.5724301633392267,-0.07398060832327409,-0.06547537449707842,0.1834010827293214,0.9913724564564111,0.4946655525585014,0.4790882197183591,0.23133520496063617,-1.0535676615788525,0.29259974521244203,-0.33800239373013186,-0.3195210987619233,-0.8258219260456108
1,-0.19148808041165705,0.37721565796580436,0.8508397620733971,-0.358247128715517,-0.2425356250363331,-0.35561221265209486,1.1678777695959135,0.033817431684806026,-0.5192272924256062,-0.19930404022917586,-0.03587615821187671,0.7359965212936646,-0.25201880360440526,-0.799183615381225,1.0810752874873806,1.402972068915741,-0.3729809548163154,-2.364732938465691,-0.24631754180339613,1.3516096875798607,0.4525418121266367,1.3828141188635708,1.5509467571963478,1.1399295839113626,-0.18901133986853585,0.30561932967195493,-0.6935074013665063,-0.5478828651813096,0.04942048252015042
1,-0.19148808041165705,-0.06850962715790332,1.196644202235553,-0.14452014851591882,-0.2425356250363331,-0.35561221265209486,0.8458257398753056,-0.3125056638824853,0.7120732340345822,-0.19930404022917586,-0.03587615821187671,0.761338894845704,0.11667125091962727,-0.18839413125078344,0.003987672571303087,0.42276255349591757,0.1531697175050032,-0.7132468354092057,-0.31866583939880766,-0.2792027366612318,0.3084233274940589,1.3545763806468725,1.451509271811523,1.423062314640751,-0.4885853478863006,0.131039382299609,-0.3020183447798693,-0.13804587264954077,-1.176451902317303
1,-0.19148808041165705,-0.1262888307850506,0.18335677292318925,0.2829338118832776,-0.2425356250363331,-0.35561221265209486,1.0946841264775935,-0.8625482274305363,-0.987468337699199,-0.19930404022917586,-0.14139427059974943,0.6184933554884955,0.3047899229688446,-1.385397529004087,0.9524143863691346,-0.032940382023495335,-0.020462891219659923,-0.16030384844109424,-0.8728266373897657,0.02376143435227873,1.2597715622094896,-0.09925081847495727,0.07413093018520257,-0.41042627752307176,-0.06537762227390266,-0.3182277842468727,-1.3473051526327335,-0.290476770803926,0.6090625353444062
1,-0.19148808041165705,-0.20057637830566855,1.011679036567423,-0.17505257425871856,-0.2425356250363331,-0.35561221265209486,0.3041927807997378,-0.14953008949787763,1.128287496499998,-0.19930404022917586,-0.14139427059974943,0.5726078547056979,0.3776570313400853,0.3159332876775892,-0.22830976261452282,0.6038076997206459,1.0235929580965082,-0.7422541344957433,0.12151855363634567,-0.3367576424153687,0.4455325071583734,0.08812230220094473,0.09432955826502179,-0.48797692250475094,-0.8102232193517233,0.33885282450278525,0.29114028986570667,-0.3458855568556686,0.25847644944489256
1,-0.19148808041165705,0.6578575041548055,0.43265764838892956,0.018319455445679818,-0.2425356250363331,-0.35561221265209486,1.2264326840905695,-0.1699020362959536,-0.15503981276836734,-0.19930404022917586,-0.7745029449269857,0.7683855054642112,-0.6839096970054012,-0.8698486789308217,1.2569359491089576,-0.6916965484507754,-0.32178430265661556,-0.24932919781056212,-0.7165407758938837,0.37775107352161647,-0.03495487653107559,0.9556412322178319,1.015540328584845,1.4014594469262658,0.30057258752034804,-0.24689568935138606,0.12596095014165853,-0.23191039162294091,-1.2204948700922178
1,-0.19148808041165705,0.10482798372353856,0.8025879797251894,-0.5210867326771156,-0.2425356250363331,-0.35561221265209486,0.42862197410088176,-0.5162251318632449,0.7467577559067002,-0.19930404022917586,-1.1965753944784765,0.7448897577994131,-0.38677336695594133,0.07074109119427281,-0.15518999592268756,1.3162479268840424,1.212366063555463,-0.7870850568971861,-0.6000373125420861,0.9790833007966755,1.0006476617865623,0.4803552280900189,0.6051960352048186,1.7012198189740342,-0.9863582442018358,-0.09185208880153349,0.6235721335913388,-0.14109560224496878,-0.8315281847819962
1,-0.19148808041165705,0.5010282371668343,0.43265764838892956,-0.4294894554487164,-0.2425356250363331,-0.35561221265209486,0.5530511674020258,-0.5162251318632449,0.6427041902903463,-0.19930404022917586,-0.8272620011209221,0.7285023600010627,-0.7846974466613368,0.23553745719720356,0.6196410947451811,0.49686678171111953,0.44758933462160466,-1.0367126289121267,-0.6106030797718119,0.872787743471195,1.0534991335602466,0.20367910386203536,0.2044145067383044,-0.052464176556022306,-0.4367639937296802,0.09559452447659685,-0.5058667683512633,-0.42154577637606805,0.34075660739118746
1,-0.19148808041165705,-0.8113851023640828,0.04664338960326717,0.6493229207968745,-0.2425356250363331,0.09811947813207725,0.06997312282111391,-0.10878619590172571,-0.5885963361698421,-0.19930404022917586,1.1248230780547233,-1.0641756795419315,1.3593773873165014,-0.8524439815973375,0.25995620372509626,-2.2098314518156688,0.8182920574833253,0.6557489465295606,-0.2696887987884052,-1.4617352399292316,-0.16874806194933004,-1.3730675762065456,-1.129433439755424,-0.3738960840195279,0.40852686213581474,0.34123552022627196,0.33855310825066165,2.593491577546369,-0.2598800737542285
1,-0.19148808041165705,0.3524531421255984,0.9071335081463062,-0.4294894554487164,-0.2425356250363331,-0.35561221265209486,0.9190193829936255,-0.33287761068056126,0.3305434934412844,-0.19930404022917586,-1.4603706754481585,1.5513851380580113,-0.3360490552932345,-0.4481928149656224,0.0012685010771213356,0.7963520313367913,0.11484131255173273,-0.5780266327888246,0.23232959644625087,0.16378732119967102,0.38678152848845565,1.1941599176906699,1.4257932989413928,2.072242401012172,-0.7118157965609722,-0.050851015482887445,-0.12861827389270478,-0.3759251477262851,0.06840766166588708
1,-0.19148808041165705,-0.060255455211167985,0.47286746701243604,0.17098158415967854,-0.2425356250363331,2.8772260841851316,0.39202515254172177,-0.3736215042767132,-1.1435486861237298,-0.19930404022917586,-1.1438163382845403,0.5274363513217875,0.26191765845391296,-1.5471667579912183,1.10537516711821,-0.05924213293824573,0.3229925428698658,-0.7908205108627279,-1.2494594535589985,1.5421762339111116,1.091100370956749,-0.05787076198011937,-0.2172099727565916,-0.4812500911913185,-0.1884533383958754,-0.17185947894114975,-0.24096024515626047,-0.5065992891722609,-0.8711106658959675
1,-0.19148808041165705,0.08006546788333259,0.41657372093952694,-0.32771470297271726,-0.2425356250363331,-0.35561221265209486,0.9556162045527855,-0.6792007062478527,-0.9180992939549629,-0.19930404022917586,-0.668984832539113,1.0234948601927771,-0.3726981214945543,-1.1971158465768066,0.12344103165348126,0.5837021185277443,0.1472537309018125,-0.5863117623931058,-0.25557783411631196,-0.18605868206835724,1.411617140293694,0.3683294286413185,0.341206272341078,0.10170998818362448,-0.38278341648320113,0.07074220376188099,-1.6245812881008834,-0.3764266288328498,-0.6422264578097868
1,-0.19148808041165705,0.10482798372353856,0.36027997486661784,-0.09363277227791923,5.820855000871994,1.8846880105947552,0.38470578822988977,-0.027298408709421858,-1.0741796423794938,-0.19930404022917586,-1.0382982258966675,0.8706057023522284,-0.22881602327742698,-1.3639753918027988,1.0614723091957878,0.4831701724034129,0.3110622946840345,0.9491141750558012,1.0454781643096005,2.7283580902610334,0.6193918158155584,-0.049228287132762526,-0.05346990073591326,-0.08980383008424289,1.029125116378852,-2.380634335643883,-1.7830320512594062,-0.3115570889675101,-0.7855096399058787
1,-0.19148808041165705,0.5257907530070403,1.1483924198873452,-0.4294894554487164,-0.2425356250363331,4.266779387211659,0.06265375850928191,-0.39399345107478917,0.46928158092975636,-0.19930404022917586,-0.6162257763451766,0.5462025609946755,-0.8061369093009243,-1.0754111144458567,0.45070063931704407,0.8343234861876859,2.1734630606498775,-1.205812508826992,-1.4928630855467566,0.9417251703155056,2.2325237483185876,0.28463388275112594,0.08405919810030553,-0.4207970140292328,-0.8802381115012833,0.10967331867072809,-0.04552361449204517,-0.5047816676384803,-1.3569066571765316
1,-0.19148808041165705,0.25340307876477447,1.2931477669319686,0.10991673267407905,-0.2425356250363331,-0.35561221265209486,1.2557101413378975,-0.1699020362959536,0.9375226262033491,-0.19930404022917586,-1.5131297316420949,1.4416392317830868,0.24727713519652045,-0.3500263923900362,1.7948127804180412,1.2496923103224564,0.9137672993937143,-2.8085292570701044,-1.5554466673239964,0.6666962636982267,1.26524072970713,0.5439813694840969,0.5288297404397224,-0.29635934613871795,-0.12404007928948224,0.1979701449998898,-0.0894493579414886,-0.6121130697976161,-0.4472924733100978
1,-0.19148808041165705,-0.24184723803934519,0.3361540836925139,0.2931112871308775,-0.2425356250363331,-0.35561221265209486,0.5457318030901938,-0.39399345107478917,0.01838279659222257,-0.19930404022917586,-0.668984832539113,1.3146794404231574,0.5573617642368768,-0.07597549315519454,0.6306737580961793,-0.009128162677089624,-0.2726904953247743,-0.36538782855288965,-0.8651497834684833,0.2320470777253296,0.35179662811768586,0.5716807198088771,0.4218683346401593,-0.1347822424697775,0.08440938173497999,-0.14111516488119702,-0.4909203082262092,-0.2976019234760844,0.5639794678194912
1,-0.19148808041165705,-0.26660975387955116,0.9312593993204101,-0.2768273267347177,-0.2425356250363331,-0.29889575130407336,0.5750092603375218,-0.4347373446709411,0.2091476668888715,-0.19930404022917586,-0.4051895515694312,0.37028159059022553,0.30082877923183504,-0.6068487346209864,-0.4629061890665688,0.8775116434632247,1.5773724734579186,-0.6417295018748661,-0.18725324991082076,-0.9231298103299809,1.4718855139725922,0.03307438888907816,-0.07692979420153434,-0.3664456606850261,-1.1717635335177434,0.46311654391634466,-0.16226402316036848,-0.405277081071333,0.45398662266771717
